c_relative,c,outcome,sw_end_t,sw_end_x,univ_point_t,univ_point_x,err_sw_t,err_sw_x,err_univ
0.1,0.00833519849448376,1.21830992371149,10.548798872306008,0.82869008058961,168.8567627104763,0.6256687187408376,-5.8517449406102464e-08,1.0734348617135752e-08,2.5230928457631308e-12
0.09000000000000001,0.00762177057973159,1.23304875540249,10.547239442860967,0.8283053528799607,168.94407903527883,0.6233828789587212,-5.896367692653815e-08,-1.5805457911463056e-07,-2.177133473502124e-12
0.08000000000000002,0.00690834266497942,1.24793566923267,10.542528013185919,0.827919211127217,168.9706189150107,0.6223567883697798,-5.5993494990363716e-08,-2.3250917421021106e-08,1.03537456386249e-11
0.07000000000000002,0.00619491475022725,1.26298435848822,10.534905056286872,0.8275316417935019,168.93999319465556,0.6225169005845812,-5.113976615458655e-08,3.954852681965288e-07,-1.439959262938828e-13
0.060000000000000026,0.00548148683547508,1.27817558741936,10.540176845586911,0.8271425897668436,169.14526582934704,0.6176985137565063,-4.602725025273962e-08,-3.6847817920044155e-07,-1.329492071988625e-13
0.05000000000000003,0.00476805892072291,1.29351382407433,10.533469856575183,0.8267520288469802,169.12779576804073,0.6175971713947366,-4.2259698348034534e-08,-7.728654850781827e-09,-9.27313781318162e-14
0.040000000000000036,0.00405463100597074,1.30904660041783,10.538760454059364,0.8263597915342342,169.32412039941875,0.6128378572258025,-4.224823003411471e-08,-7.505631247823337e-07,8.651412919391532e-14
0.03000000000000004,0.00334120309121857,1.32468471319507,10.533576234342426,0.8259655797528266,169.32987358304882,0.6122419314421089,-5.9023571551620934e-08,-5.02482533621163e-07,-1.4957771132806386e-11
0.020000000000000046,0.00262777517646640,1.34048476408296,10.528081734013565,0.8255704334768256,169.3271752140348,0.6118207841833926,-5.315262641532574e-08,-2.12010543444016e-07,1.2501666368791575e-12
0.01000000000000005,0.00191434726171423,1.35645146193931,10.523622355685744,0.8251742153430788,169.34032188646205,0.6110414377500442,-2.794115094434111e-08,-5.0100926804018e-09,-2.3975266216780255e-13
5.551115123125783e-17,0.00120091934696206,1.37257891917734,10.52098442545061,0.8247798577604176,169.3927450554053,0.6093894246708977,-1.9500363944655323e-11,-5.425611085232568e-12,1.3347656313555945e-13
0.11,0.00904862640923593,1.20372536087164,10.555177096893962,0.8290733536884315,168.85536528550855,0.6261549839386976,-5.9542229454906246e-08,-2.4979982518386907e-07,-9.462153283124053e-13
0.12,0.00976205432398810,1.18928318090116,10.55701961576385,0.8294552893630824,168.76776783334117,0.6284210728643626,-5.2168989837259784e-08,-8.091624946118097e-08,3.9881986602097186e-13
0.13,0.0104754822387403,1.17499138704424,10.560133115668691,0.8298356128752179,168.70153701641865,0.6302379574343782,-6.059154471695593e-08,-1.7472100651083156e-08,-2.7866702001499988e-12
0.13999999999999999,0.0111889101534924,1.16084664545185,10.563869684056165,0.8302147206789902,168.64335650914992,0.6318708055884205,-5.2951119300095293e-08,3.803524687284591e-09,1.9063223222204329e-13
0.14999999999999997,0.0119023380682446,1.14684763482705,10.568116126507395,0.830592477386683,168.59166265986474,0.633359186372866,-4.091960639681257e-08,-7.709670063107e-09,2.7848817002462667e-13
0.15999999999999998,0.0126157659829968,1.13299335745782,10.572327789800608,0.8309688694107509,168.53668686935785,0.6349069995637773,-2.6544091058097608e-08,-2.7793854225655417e-09,2.8727020762175925e-14
0.16999999999999998,0.0133291938977490,1.11928286542767,10.57622286912893,0.831343192145915,168.4743689119304,0.6365890004782433,-6.884160101893485e-08,3.717173251732261e-08,1.768377111410757e-14
0.17999999999999997,0.0140426218125011,1.10571494188093,10.581202639028033,0.8317172162522871,168.42745852928755,0.637958008791329,-2.2060322184141605e-08,2.6363969966461553e-09,-2.4501234374696423e-14
0.18999999999999995,0.0147560497272533,1.09228877818040,10.585962636536081,0.8320890087026193,168.37365616129182,0.6394522471740521,-1.7144761340877258e-08,6.401736049005093e-10,1.572353358625378e-13
0.19999999999999996,0.0154694776420055,1.07900331742547,10.590832901147236,0.8324591353286419,168.3191662227041,0.6409445107633982,-3.253430068311293e-08,2.706104830354979e-10,1.170175067954915e-13
0.20999999999999996,0.0161829055567576,1.06585751823199,10.595833132781033,0.8328277999741028,168.2648392890439,0.6424332711820921,-5.3688786042671604e-08,1.064463657836519e-09,5.125622148938191e-13
0.21999999999999995,0.0168963334715098,1.05285381982573,10.604068947150541,0.8331960392309318,168.2687923296017,0.6427916692614525,-4.1601631919163986e-08,-2.734240723763925e-07,-4.853201174270794e-12
0.22999999999999993,0.0176097613862620,1.03998057886060,10.606275180405385,0.8335632618606666,168.15618761470782,0.6453744817828795,-8.164493725036097e-09,-3.787258015102613e-10,-5.995204332975845e-15
0.23999999999999994,0.0183231893010141,1.02724749913459,10.611684552335026,0.8339288505464701,168.10145995767746,0.6468372539001521,6.110943521364263e-12,1.7872519910392474e-12,7.813194535799539e-15
0.24999999999999994,0.0190366172157663,1.01464994757379,10.617241950985308,0.8342929871373665,168.0467419534226,0.6482904813326791,-6.639318296395224e-12,-1.6775569366015621e-12,1.4219181387886692e-13
0.2599999999999999,0.0197500451305185,1.00218689057145,10.622955071164176,0.8346557701231221,167.99193347165132,0.6497360823689581,4.674796734916895e-11,1.164673210531504e-11,-8.884559754562815e-14
0.2699999999999999,0.0204634730452706,0.989857297334437,10.628824446593793,0.8350172070783435,167.93709055616026,0.6511739533806061,-4.845236287399679e-11,-7.586907040684905e-13,3.9458020184568454e-14
0.2799999999999999,0.0211769009600228,0.977660130328578,10.634850686774115,0.8353773090843809,167.8821705015023,0.6526043325285455,-4.335797476598597e-12,-5.474543826785195e-13,1.2251311076738602e-13
0.2899999999999999,0.0218903288747750,0.965594347657189,10.641033868820438,0.8357360856345796,167.82712661610591,0.6540272091809197,-2.273029932797001e-11,-6.0919011912349105e-12,-7.968625759247061e-14
0.2999999999999999,0.0226037567895272,0.953658921335178,10.647374035932097,0.8360935501319067,167.7720406436351,0.6554427202059739,-2.297275503574986e-12,-5.691853220990825e-13,-1.7381929229287607e-13
0.3099999999999999,0.0233171847042793,0.941852801948633,10.653871554128099,0.8364497131036668,167.7168136959581,0.6568509101748145,4.213307714040292e-11,1.0303173655618128e-11,-2.8130275886439904e-14
0.3199999999999999,0.0240306126190315,0.930174964478671,10.660526863200262,0.8368045844036566,167.6615492555352,0.6582517361752074,-5.643418451824289e-13,-1.0957927742470266e-13,-8.185119249048967e-14
0.3299999999999999,0.0247440405337837,0.918624366463335,10.667340305620826,0.8371581747801841,167.60618229596068,0.6596454068027583,9.637986998347177e-12,2.3594218680301264e-12,-2.3822784023241894e-13
0.33999999999999986,0.0254574684485358,0.907199954765059,10.67438018854068,0.837509977673451,167.550385316203,0.6610326565523041,-2.8520729287015358e-11,-6.813637278320168e-12,4.9817788783101946e-14
0.34999999999999987,0.0261708963632880,0.895900700420171,10.681600409291043,0.8378603555971788,167.49459731100686,0.6624130719643054,-1.2186838407727326e-10,-1.202843395274278e-11,4.608188830523829e-13
0.3599999999999999,0.0268843242780402,0.884725570337881,10.688972406558479,0.8382095425925722,167.43877655441773,0.663786468369852,-6.267880516298559e-11,6.254593077439886e-12,-7.613354391367011e-14
0.3699999999999999,0.0275977521927923,0.873673528443546,10.696495815158285,0.8385575565569177,167.38262886593773,0.6651527104537078,7.574040677221051e-12,1.842901212983606e-12,1.1818324097134791e-13
0.37999999999999984,0.0283111801075445,0.862743605699214,10.70462027047222,0.8389042098948009,167.3357542217259,0.6663536224262369,-1.8907978756003348e-08,-3.992092584752997e-08,1.0559868951487417e-13
0.38999999999999985,0.0290246080222967,0.851935196836228,10.713429952891577,0.8392497627963958,167.29917301020348,0.6673730689436107,-3.697273485932838e-08,-1.241922248363097e-07,2.8405229557382228e-14
0.39999999999999986,0.0297380359370489,0.841252089623534,10.72477447634168,0.8395943626408259,167.30807213486742,0.6676131915764298,-4.622976521607848e-08,-4.0474167997832624e-07,-3.123681868721917e-13
0.4099999999999998,0.0304514638518010,0.830675614232025,10.727961443807477,0.8399381006247547,167.15692077769484,0.6705539706902827,-4.253952091435101e-08,1.8569450363096823e-09,-1.27675647831893e-13
